site,sub_num,age,sex,image,exclusion,category,object,object.basic,image_no,hr,min,sec,msec,timestamp,labels_30,labels_60,labels_180,labels_300,labels_600
American,4473,17,F,003025.02.gif,NA,Toy,block,block,003025.02,0,30,25,2,1825002,0,0,0,0,0
American,4473,17,F,003030.03.gif,NA,Toy,block,block,003030.03,0,30,30,3,1830003,0,0,0,0,0
American,4473,17,F,003035.03.gif,NA,Toy,block,block,003035.03,0,30,35,3,1835003,0,0,0,0,0
American,4473,17,F,003040.00.gif,NA,Toy,block,block,003040.00,0,30,40,0,1840000,0,0,0,0,0
American,4473,17,F,003045.01.gif,NA,Toy,block,block,003045.01,0,30,45,1,1845001,0,0,0,0,0
American,4473,17,F,003050.01.gif,NA,Toy,block,block,003050.01,0,30,50,1,1850001,0,0,0,0,0
American,4473,17,F,003055.02.gif,NA,Toy,block,block,003055.02,0,30,55,2,1855002,0,0,0,0,0
American,4473,17,F,003100.02.gif,NA,Toy,block,block,003100.02,0,31,0,2,1860002,0,0,0,0,0
American,4473,17,F,003105.03.gif,NA,Toy,block,block,003105.03,0,31,5,3,1865003,0,0,0,0,0
American,4473,17,F,003110.00.gif,NA,Toy,block,block,003110.00,0,31,10,0,1870000,0,0,0,0,0
American,4473,17,F,003115.01.gif,NA,Toy,block,block,003115.01,0,31,15,1,1875001,0,0,0,0,0
American,4473,17,F,003120.01.gif,NA,Toy,block,block,003120.01,0,31,20,1,1880001,0,0,0,0,0
American,4473,17,F,003120.01.gif,NA,OtherNatural,block,block,003120.01,0,31,20,1,1880001,0,0,0,0,0
American,4473,17,F,003125.02.gif,NA,Toy,block,block,003125.02,0,31,25,2,1885002,0,0,0,0,0
American,4473,17,F,003125.02.gif,NA,OtherNatural,block,block,003125.02,0,31,25,2,1885002,0,0,0,0,0
American,4473,17,F,003130.02.gif,NA,Toy,block,block,003130.02,0,31,30,2,1890002,0,0,0,0,0
American,4473,17,F,003130.02.gif,NA,OtherNatural,block,block,003130.02,0,31,30,2,1890002,0,0,0,0,0
American,4473,17,F,003135.03.gif,NA,Toy,block,block,003135.03,0,31,35,3,1895003,0,0,0,0,0
American,4473,17,F,003135.03.gif,NA,OtherNatural,block,block,003135.03,0,31,35,3,1895003,0,0,0,0,0
American,4473,17,F,003140.03.gif,NA,Toy,block,block,003140.03,0,31,40,3,1900003,0,0,0,0,0
American,4473,17,F,003140.03.gif,NA,OtherNatural,block,block,003140.03,0,31,40,3,1900003,0,0,0,0,0
American,4473,17,F,003145.00.gif,NA,Toy,block,block,003145.00,0,31,45,0,1905000,0,0,0,0,0
American,4473,17,F,003145.00.gif,NA,OtherNatural,block,block,003145.00,0,31,45,0,1905000,0,0,0,0,0
American,4473,17,F,003150.01.gif,NA,Toy,block,block,003150.01,0,31,50,1,1910001,0,0,0,0,0
American,4473,17,F,003150.01.gif,NA,OtherNatural,block,block,003150.01,0,31,50,1,1910001,0,0,0,0,0
American,4473,17,F,003155.01.gif,NA,Toy,block,block,003155.01,0,31,55,1,1915001,0,0,0,0,0
American,4473,17,F,003155.01.gif,NA,OtherNatural,block,block,003155.01,0,31,55,1,1915001,0,0,0,0,0
American,4473,17,F,003200.02.gif,NA,Toy,block,block,003200.02,0,32,0,2,1920002,0,0,0,0,0
American,4473,17,F,003200.02.gif,NA,OtherNatural,block,block,003200.02,0,32,0,2,1920002,0,0,0,0,0
American,4473,17,F,003205.02.gif,NA,Toy,block,block,003205.02,0,32,5,2,1925002,0,0,0,0,0
American,4473,17,F,003205.02.gif,NA,OtherNatural,block,block,003205.02,0,32,5,2,1925002,0,0,0,0,0
American,4473,17,F,003210.03.gif,NA,Toy,block,block,003210.03,0,32,10,3,1930003,0,0,0,0,0
American,4473,17,F,003210.03.gif,NA,OtherNatural,block,block,003210.03,0,32,10,3,1930003,0,0,0,0,0
American,4473,17,F,003215.03.gif,NA,Toy,block,block,003215.03,0,32,15,3,1935003,0,0,0,0,0
American,4473,17,F,003215.03.gif,NA,OtherNatural,block,block,003215.03,0,32,15,3,1935003,0,0,0,0,0
American,4473,17,F,003220.00.gif,NA,Toy,block,block,003220.00,0,32,20,0,1940000,0,0,0,0,0
American,4473,17,F,003220.00.gif,NA,OtherNatural,block,block,003220.00,0,32,20,0,1940000,0,0,0,0,0
American,4473,17,F,003225.01.gif,NA,Toy,block,block,003225.01,0,32,25,1,1945001,0,0,0,0,0
American,4473,17,F,003225.01.gif,NA,OtherNatural,block,block,003225.01,0,32,25,1,1945001,0,0,0,0,0
American,4473,17,F,003235.02.gif,NA,Toy,block,block,003235.02,0,32,35,2,1955002,0,0,0,0,0
American,4473,17,F,003240.02.gif,NA,Toy,block,block,003240.02,0,32,40,2,1960002,0,0,0,0,0
American,4473,17,F,003245.03.gif,NA,Toy,block,block,003245.03,0,32,45,3,1965003,0,0,0,0,0
American,4473,17,F,003250.00.gif,NA,Toy,block,block,003250.00,0,32,50,0,1970000,0,0,0,0,0
American,4473,17,F,003255.01.gif,NA,Toy,block,block,003255.01,0,32,55,1,1975001,0,0,0,0,0
American,4473,17,F,003300.01.gif,NA,Toy,block,block,003300.01,0,33,0,1,1980001,0,0,0,0,0
American,4473,17,F,003305.02.gif,NA,Toy,block,block,003305.02,0,33,5,2,1985002,0,0,0,0,0
American,4473,17,F,003320.03.gif,NA,Toy,block,block,003320.03,0,33,20,3,2000003,0,0,0,0,0
American,4473,17,F,003325.00.gif,NA,Toy,block,block,003325.00,0,33,25,0,2005000,0,0,0,0,0
American,4473,17,F,003340.02.gif,NA,Toy,block,block,003340.02,0,33,40,2,2020002,0,0,0,0,0
American,4473,17,F,003345.02.gif,NA,Toy,block,block,003345.02,0,33,45,2,2025002,0,0,0,0,0
American,4473,17,F,003350.03.gif,NA,Toy,block,block,003350.03,0,33,50,3,2030003,0,0,0,0,0
American,4473,17,F,003355.03.gif,NA,Toy,block,block,003355.03,0,33,55,3,2035003,0,0,0,0,0
American,4473,17,F,003400.00.gif,NA,Toy,block,block,003400.00,0,34,0,0,2040000,0,0,0,0,0
American,4473,17,F,003405.01.gif,NA,Toy,block,block,003405.01,0,34,5,1,2045001,0,0,0,0,0
American,4473,17,F,003410.01.gif,NA,Toy,block,block,003410.01,0,34,10,1,2050001,0,0,0,0,0
American,4473,17,F,003415.02.gif,NA,Toy,block,block,003415.02,0,34,15,2,2055002,0,0,0,0,0
American,4473,17,F,003420.02.gif,NA,Toy,block,block,003420.02,0,34,20,2,2060002,0,0,0,0,0
American,4473,17,F,003425.03.gif,NA,Toy,block,block,003425.03,0,34,25,3,2065003,0,0,0,0,0
American,4473,17,F,003430.00.gif,NA,Toy,block,block,003430.00,0,34,30,0,2070000,0,0,0,0,0
American,4473,17,F,003435.01.gif,NA,Toy,block,block,003435.01,0,34,35,1,2075001,0,0,0,0,0
American,4473,17,F,003440.01.gif,NA,Toy,block,block,003440.01,0,34,40,1,2080001,0,0,0,0,0
American,4473,17,F,003445.02.gif,NA,Toy,block,block,003445.02,0,34,45,2,2085002,0,0,0,0,0
American,4473,17,F,003450.02.gif,NA,Toy,block,block,003450.02,0,34,50,2,2090002,0,0,0,0,0
American,4473,17,F,003455.03.gif,NA,Toy,block,block,003455.03,0,34,55,3,2095003,0,0,0,0,0
American,4473,17,F,003500.03.gif,NA,Toy,block,block,003500.03,0,35,0,3,2100003,0,0,0,0,0
American,4473,17,F,003550.01.gif,NA,OtherSynthetic,blanket,blanket,003550.01,0,35,50,1,2150001,0,0,0,0,0
American,4473,17,F,003555.02.gif,NA,OtherSynthetic,blanket,blanket,003555.02,0,35,55,2,2155002,0,0,0,0,0
American,4473,17,F,003720.00.gif,NA,OtherSynthetic,blanket,blanket,003720.00,0,37,20,0,2240000,0,0,0,0,0
American,4473,17,F,003725.01.gif,NA,OtherSynthetic,blanket,blanket,003725.01,0,37,25,1,2245001,0,0,0,0,0
American,4473,17,F,003730.01.gif,NA,OtherSynthetic,blanket,blanket,003730.01,0,37,30,1,2250001,0,0,0,0,0
American,4473,17,F,003845.02.gif,NA,Toy,toy sink,sink,003845.02,0,38,45,2,2325002,0,0,0,0,0
American,4473,17,F,003855.03.gif,NA,Toy,dress-up shoes,shoe,003855.03,0,38,55,3,2335003,0,0,0,0,0
American,4473,17,F,003900.00.gif,NA,Toy,dress-up shoes,shoe,003900.00,0,39,0,0,2340000,0,0,0,0,0
American,4473,17,F,003925.03.gif,NA,Toy,toy pan,pan,003925.03,0,39,25,3,2365003,0,0,0,0,0
American,4473,17,F,003925.03.gif,NA,Toy,kitchen play set,kitchen,003925.03,0,39,25,3,2365003,0,0,0,0,0
American,4473,17,F,003930.00.gif,NA,Toy,toy pan,pan,003930.00,0,39,30,0,2370000,0,0,0,0,0
American,4473,17,F,004000.03.gif,NA,OtherSynthetic,blanket,blanket,004000.03,0,40,0,3,2400003,0,0,0,0,0
American,4473,17,F,004005.00.gif,NA,OtherSynthetic,blanket,blanket,004005.00,0,40,5,0,2405000,0,0,0,0,0
American,4473,17,F,004010.01.gif,NA,OtherSynthetic,blanket,blanket,004010.01,0,40,10,1,2410001,0,0,0,0,0
American,4473,17,F,004020.02.gif,NA,OtherSynthetic,blanket,blanket,004020.02,0,40,20,2,2420002,0,0,0,0,0
American,4473,17,F,004100.02.gif,NA,Toy,dress-up shoes,shoe,004100.02,0,41,0,2,2460002,0,0,0,0,0
American,4473,17,F,004125.02.gif,NA,OtherSynthetic,blanket,blanket,004125.02,0,41,25,2,2485002,0,0,0,0,0
American,4473,17,F,004210.03.gif,NA,Electronic,lightswitch,lightswitch,004210.03,0,42,10,3,2530003,0,0,0,0,0
American,4473,17,F,004215.03.gif,NA,Electronic,lightswitch,lightswitch,004215.03,0,42,15,3,2535003,0,0,0,0,0
American,4473,17,F,004220.00.gif,NA,Electronic,lightswitch,lightswitch,004220.00,0,42,20,0,2540000,0,0,0,0,0
American,4473,17,F,004225.01.gif,NA,Electronic,lightswitch,lightswitch,004225.01,0,42,25,1,2545001,0,0,0,0,0
American,4473,17,F,004425.03.gif,NA,Toy,block,block,004425.03,0,44,25,3,2665003,0,0,0,0,0
American,4473,17,F,004430.00.gif,NA,Toy,block,block,004430.00,0,44,30,0,2670000,0,0,0,0,0
American,4473,17,F,004435.01.gif,NA,Toy,block,block,004435.01,0,44,35,1,2675001,0,0,0,0,0
American,4473,17,F,004440.01.gif,NA,Toy,block,block,004440.01,0,44,40,1,2680001,0,0,0,0,0
American,4473,17,F,004445.02.gif,NA,Toy,block,block,004445.02,0,44,45,2,2685002,0,0,0,0,0
American,4473,17,F,004450.02.gif,NA,Toy,block,block,004450.02,0,44,50,2,2690002,0,0,0,0,0
American,4473,17,F,004455.03.gif,NA,Toy,block,block,004455.03,0,44,55,3,2695003,0,0,0,0,0
American,4473,17,F,004500.03.gif,NA,Toy,block,block,004500.03,0,45,0,3,2700003,0,0,0,0,0
American,4473,17,F,004505.00.gif,NA,Toy,block,block,004505.00,0,45,5,0,2705000,0,0,0,0,0
American,4473,17,F,004510.01.gif,NA,Toy,block,block,004510.01,0,45,10,1,2710001,0,0,0,0,0
American,4473,17,F,004515.01.gif,NA,Toy,block,block,004515.01,0,45,15,1,2715001,0,0,0,0,0
American,4473,17,F,004520.02.gif,NA,Toy,block,block,004520.02,0,45,20,2,2720002,0,0,0,0,0
American,4473,17,F,004540.00.gif,NA,Toy,block,block,004540.00,0,45,40,0,2740000,0,0,0,0,0
American,4473,17,F,004550.01.gif,NA,Toy,block,block,004550.01,0,45,50,1,2750001,0,0,0,0,0
American,4473,17,F,004555.02.gif,NA,Toy,block,block,004555.02,0,45,55,2,2755002,0,0,0,0,0
American,4473,17,F,004600.02.gif,NA,Toy,block,block,004600.02,0,46,0,2,2760002,0,0,0,0,0
American,4473,17,F,004605.03.gif,NA,Toy,block,block,004605.03,0,46,5,3,2765003,0,0,0,0,0
American,4473,17,F,004610.00.gif,NA,Toy,block,block,004610.00,0,46,10,0,2770000,0,0,0,0,0
American,4473,17,F,004620.01.gif,NA,OtherSynthetic,blanket,blanket,004620.01,0,46,20,1,2780001,0,0,0,0,0
American,4473,17,F,004620.01.gif,NA,Toy,stuffed dog,dog,004620.01,0,46,20,1,2780001,0,0,0,0,0
American,4473,17,F,004625.02.gif,NA,OtherSynthetic,blanket,blanket,004625.02,0,46,25,2,2785002,0,0,0,0,0
American,4473,17,F,004625.02.gif,NA,Toy,stuffed dog,dog,004625.02,0,46,25,2,2785002,0,0,0,0,0
American,4473,17,F,004630.02.gif,NA,OtherSynthetic,blanket,blanket,004630.02,0,46,30,2,2790002,0,0,0,0,0
American,4473,17,F,004630.02.gif,NA,Toy,stuffed dog,dog,004630.02,0,46,30,2,2790002,0,0,0,0,0
American,4473,17,F,004635.03.gif,NA,OtherSynthetic,blanket,blanket,004635.03,0,46,35,3,2795003,0,0,0,0,0
American,4473,17,F,004635.03.gif,NA,Toy,stuffed dog,dog,004635.03,0,46,35,3,2795003,0,0,0,0,0
American,4473,17,F,004640.03.gif,NA,OtherSynthetic,blanket,blanket,004640.03,0,46,40,3,2800003,0,0,0,0,0
American,4473,17,F,004640.03.gif,NA,Toy,stuffed dog,dog,004640.03,0,46,40,3,2800003,0,0,0,0,0
American,4473,17,F,004645.00.gif,NA,OtherSynthetic,blanket,blanket,004645.00,0,46,45,0,2805000,0,0,0,0,0
American,4473,17,F,004645.00.gif,NA,Toy,stuffed dog,dog,004645.00,0,46,45,0,2805000,0,0,0,0,0
American,4473,17,F,004655.01.gif,NA,Toy,toy fish,fish,004655.01,0,46,55,1,2815001,0,0,0,0,0
American,4473,17,F,004705.02.gif,NA,Toy,toy fish,fish,004705.02,0,47,5,2,2825002,0,0,0,0,0
American,4473,17,F,004710.03.gif,NA,Toy,toy fish,fish,004710.03,0,47,10,3,2830003,0,0,0,0,0
American,4473,17,F,004740.02.gif,NA,ToolWork,tissue,tissue,004740.02,0,47,40,2,2860002,0,0,0,0,0
American,4473,17,F,004755.01.gif,NA,Toy,block,block,004755.01,0,47,55,1,2875001,0,0,0,0,0
American,4473,17,F,004800.01.gif,NA,Toy,block,block,004800.01,0,48,0,1,2880001,0,0,0,0,0
American,4473,17,F,004805.02.gif,NA,Toy,block,block,004805.02,0,48,5,2,2885002,0,0,0,0,0
American,4473,17,F,004810.02.gif,NA,Toy,block,block,004810.02,0,48,10,2,2890002,0,0,0,0,0
American,4473,17,F,004815.03.gif,NA,Toy,block,block,004815.03,0,48,15,3,2895003,0,0,0,0,0
American,4473,17,F,004820.03.gif,NA,Toy,block,block,004820.03,0,48,20,3,2900003,0,0,0,0,0
American,4473,17,F,004825.00.gif,NA,Toy,block,block,004825.00,0,48,25,0,2905000,0,0,0,0,0
American,4473,17,F,004830.01.gif,NA,Toy,block,block,004830.01,0,48,30,1,2910001,0,0,0,0,0
American,4473,17,F,004835.01.gif,NA,Toy,block,block,004835.01,0,48,35,1,2915001,0,0,0,0,0
American,4473,17,F,004840.02.gif,NA,Toy,block,block,004840.02,0,48,40,2,2920002,0,0,0,0,0
American,4473,17,F,004845.02.gif,NA,Toy,block,block,004845.02,0,48,45,2,2925002,0,0,0,0,0
American,4473,17,F,004850.03.gif,NA,Toy,block,block,004850.03,0,48,50,3,2930003,0,0,0,0,0
American,4473,17,F,004855.03.gif,NA,Toy,block,block,004855.03,0,48,55,3,2935003,0,0,0,0,0
American,4473,17,F,004900.00.gif,NA,Toy,block,block,004900.00,0,49,0,0,2940000,0,0,0,0,0
American,4473,17,F,004905.01.gif,NA,Toy,block,block,004905.01,0,49,5,1,2945001,0,0,0,0,0
American,4473,17,F,005015.01.gif,NA,Toy,stuffed dog,dog,005015.01,0,50,15,1,3015001,0,0,0,0,0
American,4473,17,F,005020.02.gif,NA,Toy,stuffed dog,dog,005020.02,0,50,20,2,3020002,0,0,0,0,0
American,4473,17,F,005025.02.gif,NA,Toy,stuffed dog,dog,005025.02,0,50,25,2,3025002,0,0,0,0,0
American,4473,17,F,005030.03.gif,NA,Toy,stuffed dog,dog,005030.03,0,50,30,3,3030003,0,0,0,0,0
American,4473,17,F,005035.03.gif,NA,Toy,stuffed dog,dog,005035.03,0,50,35,3,3035003,0,0,0,0,0
American,4473,17,F,005040.00.gif,NA,Toy,stuffed dog,dog,005040.00,0,50,40,0,3040000,0,0,0,0,0
American,4473,17,F,005045.01.gif,NA,Toy,stuffed dog,dog,005045.01,0,50,45,1,3045001,0,0,0,0,0
American,4473,17,F,005050.01.gif,NA,Toy,stuffed dog,dog,005050.01,0,50,50,1,3050001,0,0,0,0,0
American,4473,17,F,005055.02.gif,NA,Toy,stuffed dog,dog,005055.02,0,50,55,2,3055002,0,0,0,0,0
American,4473,17,F,005100.02.gif,NA,Toy,stuffed dog,dog,005100.02,0,51,0,2,3060002,0,0,0,0,0
American,4473,17,F,005105.03.gif,NA,Toy,stuffed dog,dog,005105.03,0,51,5,3,3065003,0,0,0,0,0
American,4473,17,F,005110.00.gif,NA,Toy,stuffed dog,dog,005110.00,0,51,10,0,3070000,0,0,0,0,0
American,4473,17,F,005115.01.gif,NA,Toy,stuffed dog,dog,005115.01,0,51,15,1,3075001,0,0,0,0,0
American,4473,17,F,005120.01.gif,NA,Toy,stuffed dog,dog,005120.01,0,51,20,1,3080001,0,0,0,0,0
American,4473,17,F,005125.02.gif,NA,Toy,plastic bag,bag,005125.02,0,51,25,2,3085002,0,0,0,0,0
American,4473,17,F,005130.02.gif,NA,Toy,block,block,005130.02,0,51,30,2,3090002,0,0,0,0,0
American,4473,17,F,005135.03.gif,NA,Toy,plastic bag,bag,005135.03,0,51,35,3,3095003,0,0,0,0,0
American,4473,17,F,005135.03.gif,NA,Toy,block,bag,005135.03,0,51,35,3,3095003,0,0,0,0,0
American,4473,17,F,005140.03.gif,NA,Toy,block,block,005140.03,0,51,40,3,3100003,0,0,0,0,0
American,4473,17,F,005145.00.gif,NA,Toy,block,block,005145.00,0,51,45,0,3105000,0,0,0,0,0
American,4473,17,F,005150.01.gif,NA,Toy,block,block,005150.01,0,51,50,1,3110001,0,0,0,0,0
American,4473,17,F,005155.01.gif,NA,Toy,block,block,005155.01,0,51,55,1,3115001,0,0,0,0,0
American,4473,17,F,005200.02.gif,NA,Toy,block,block,005200.02,0,52,0,2,3120002,0,0,0,0,0
American,4473,17,F,005205.02.gif,NA,Toy,block,block,005205.02,0,52,5,2,3125002,0,0,0,0,0
American,4473,17,F,005210.03.gif,NA,Toy,block,block,005210.03,0,52,10,3,3130003,0,0,0,0,0
American,4473,17,F,005220.00.gif,NA,Toy,block,block,005220.00,0,52,20,0,3140000,0,0,0,0,0
American,4473,17,F,005315.03.gif,NA,StudyRelated,camera,camera,005315.03,0,53,15,3,3195003,0,0,0,0,0
American,4473,17,F,005320.03.gif,NA,StudyRelated,camera,camera,005320.03,0,53,20,3,3200003,0,0,0,0,0
American,4473,17,F,005325.00.gif,NA,OtherLargeImmovable,chair,chair,005325.00,0,53,25,0,3205000,0,0,0,0,0
American,4473,17,F,005330.01.gif,NA,OtherLargeImmovable,chair,chair,005330.01,0,53,30,1,3210001,0,0,0,0,0
American,4473,17,F,005335.01.gif,NA,OtherLargeImmovable,chair,chair,005335.01,0,53,35,1,3215001,0,0,0,0,0
American,4473,17,F,005340.02.gif,NA,OtherLargeImmovable,chair,chair,005340.02,0,53,40,2,3220002,0,0,0,0,0
American,4473,17,F,005345.02.gif,NA,OtherLargeImmovable,chair,chair,005345.02,0,53,45,2,3225002,0,0,0,0,0
American,4473,17,F,005350.03.gif,NA,OtherLargeImmovable,chair,chair,005350.03,0,53,50,3,3230003,0,0,0,0,0
American,4473,17,F,005410.01.gif,NA,Toy,block,block,005410.01,0,54,10,1,3250001,0,0,0,0,0
American,4473,17,F,005415.02.gif,NA,Toy,block,block,005415.02,0,54,15,2,3255002,0,0,0,0,0
American,4473,17,F,005420.02.gif,NA,Toy,block,block,005420.02,0,54,20,2,3260002,0,0,0,0,0
American,4473,17,F,005510.01.gif,NA,ToolWork,diaper,diaper,005510.01,0,55,10,1,3310001,0,0,0,0,0
American,4473,17,F,005515.01.gif,NA,ToolWork,diaper,diaper,005515.01,0,55,15,1,3315001,0,0,0,0,0
American,4473,17,F,005520.02.gif,NA,ToolWork,diaper,diaper,005520.02,0,55,20,2,3320002,0,0,0,0,0
American,4473,17,F,005525.02.gif,NA,ToolWork,diaper,diaper,005525.02,0,55,25,2,3325002,0,0,0,0,0
American,4473,17,F,005530.03.gif,NA,ToolWork,diaper,diaper,005530.03,0,55,30,3,3330003,0,0,0,0,0
American,4473,17,F,005535.03.gif,NA,ToolWork,diaper,diaper,005535.03,0,55,35,3,3335003,0,0,0,0,0
American,4473,17,F,005540.00.gif,NA,ToolWork,diaper,diaper,005540.00,0,55,40,0,3340000,0,0,0,0,0
American,4473,17,F,005645.00.gif,NA,ToolWork,baby wipes,wipe,005645.00,0,56,45,0,3405000,0,0,0,0,0
American,4473,17,F,005650.01.gif,NA,Clothing,pants,pants,005650.01,0,56,50,1,3410001,0,0,0,0,0
American,4473,17,F,005655.01.gif,NA,Clothing,pants,pants,005655.01,0,56,55,1,3415001,0,0,0,0,0
American,4473,17,F,005700.02.gif,NA,Clothing,pants,pants,005700.02,0,57,0,2,3420002,0,0,0,0,0
American,4473,17,F,005705.02.gif,NA,Clothing,pants,pants,005705.02,0,57,5,2,3425002,0,0,0,0,0
American,4473,17,F,005715.03.gif,NA,Clothing,pants,pants,005715.03,0,57,15,3,3435003,0,0,0,0,0
American,4473,17,F,005735.02.gif,NA,Toy,toy cheese and crackers,cracker,005735.02,0,57,35,2,3455002,0,0,0,0,0
American,4473,17,F,005740.02.gif,NA,Toy,toy cheese and crackers,cracker,005740.02,0,57,40,2,3460002,0,0,0,0,0
American,4473,17,F,005745.03.gif,NA,Toy,toy cheese and crackers,cracker,005745.03,0,57,45,3,3465003,0,0,0,0,0
American,4473,17,F,005750.03.gif,NA,Toy,toy cheese and crackers,cracker,005750.03,0,57,50,3,3470003,0,0,0,0,0
American,4473,17,F,005755.00.gif,NA,Toy,toy cheese and crackers,cracker,005755.00,0,57,55,0,3475000,0,0,0,0,0
American,4473,17,F,005800.01.gif,NA,Toy,toy cheese and crackers,cracker,005800.01,0,58,0,1,3480001,0,0,0,0,0
American,4473,17,F,005805.01.gif,NA,Toy,toy cheese and crackers,cracker,005805.01,0,58,5,1,3485001,0,0,0,0,0
American,4473,17,F,005805.01.gif,NA,Electronic,refrigerator,refrigerator,005805.01,0,58,5,1,3485001,0,0,0,0,0
American,4473,17,F,005810.02.gif,NA,Toy,toy cheese and crackers,cracker,005810.02,0,58,10,2,3490002,0,0,0,0,0
American,4473,17,F,005815.02.gif,NA,Toy,toy cheese and crackers,cracker,005815.02,0,58,15,2,3495002,0,0,0,0,0
American,4473,17,F,005820.03.gif,NA,Toy,toy cheese and crackers,cracker,005820.03,0,58,20,3,3500003,0,0,0,0,0
American,4473,17,F,005825.00.gif,NA,Toy,toy cheese and crackers,cracker,005825.00,0,58,25,0,3505000,0,0,0,0,0
American,4473,17,F,005830.01.gif,NA,Toy,toy picnic basket,basket,005830.01,0,58,30,1,3510001,0,0,0,0,0
American,4473,17,F,005835.01.gif,NA,Toy,toy picnic basket,basket,005835.01,0,58,35,1,3515001,0,0,0,0,0
American,4473,17,F,005840.02.gif,NA,Toy,toy picnic basket,basket,005840.02,0,58,40,2,3520002,0,0,0,0,0
American,4473,17,F,005845.02.gif,NA,Toy,toy picnic basket,basket,005845.02,0,58,45,2,3525002,0,0,0,0,0
American,4473,17,F,005850.03.gif,NA,Toy,toy picnic basket,basket,005850.03,0,58,50,3,3530003,0,0,0,0,0
American,4473,17,F,005855.03.gif,NA,Toy,toy picnic basket,basket,005855.03,0,58,55,3,3535003,0,0,0,0,0
American,4473,17,F,005900.00.gif,NA,Toy,toy picnic basket,basket,005900.00,0,59,0,0,3540000,0,0,0,0,0
American,6957,7,M,000010.01.gif,NA,OtherLargeImmovable,table,table,000010.01,0,0,10,1,10001,6,8,8,8,8
American,6957,7,M,000015.02.gif,NA,OtherLargeImmovable,table,table,000015.02,0,0,15,2,15002,8,8,8,8,8
American,6957,7,M,000105.03.gif,NA,Toy,toy caterpillar,caterpillar,000105.03,0,1,5,3,65003,0,5,24,24,24
American,6957,7,M,000130.02.gif,NA,Toy,toy caterpillar,caterpillar,000130.02,0,1,30,2,90002,0,3,24,24,24
American,6957,7,M,000135.03.gif,NA,Toy,toy caterpillar,caterpillar,000135.03,0,1,35,3,95003,0,0,24,24,24
American,6957,7,M,000140.03.gif,NA,Toy,toy caterpillar,caterpillar,000140.03,0,1,40,3,100003,0,0,24,24,24
American,6957,7,M,000145.00.gif,NA,Toy,toy caterpillar,caterpillar,000145.00,0,1,45,0,105000,0,0,24,24,24
American,6957,7,M,000150.01.gif,NA,Toy,toy caterpillar,caterpillar,000150.01,0,1,50,1,110001,0,0,24,24,24
American,6957,7,M,000155.01.gif,NA,Toy,toy caterpillar,caterpillar,000155.01,0,1,55,1,115001,0,0,24,24,24
American,6957,7,M,000200.02.gif,NA,Toy,toy caterpillar,caterpillar,000200.02,0,2,0,2,120002,0,0,24,24,24
American,6957,7,M,000210.03.gif,NA,Toy,toy caterpillar,caterpillar,000210.03,0,2,10,3,130003,0,0,24,24,24
American,6957,7,M,000215.00.gif,NA,Toy,toy caterpillar,caterpillar,000215.00,0,2,15,0,135000,0,0,24,24,24
American,6957,7,M,000220.01.gif,NA,Toy,toy caterpillar,caterpillar,000220.01,0,2,20,1,140001,0,0,24,24,24
American,6957,7,M,000230.02.gif,NA,Toy,toy caterpillar,caterpillar,000230.02,0,2,30,2,150002,0,0,24,24,24
American,6957,7,M,000235.02.gif,NA,Toy,toy caterpillar,caterpillar,000235.02,0,2,35,2,155002,0,0,24,24,24
American,6957,7,M,000240.03.gif,NA,Toy,toy caterpillar,caterpillar,000240.03,0,2,40,3,160003,0,0,24,24,24
American,6957,7,M,000245.03.gif,NA,Toy,toy caterpillar,caterpillar,000245.03,0,2,45,3,165003,0,0,24,24,24
American,6957,7,M,000250.00.gif,NA,Toy,toy caterpillar,caterpillar,000250.00,0,2,50,0,170000,0,0,24,24,24
American,6957,7,M,000255.01.gif,NA,Toy,toy caterpillar,caterpillar,000255.01,0,2,55,1,175001,0,0,24,24,24
American,6957,7,M,000300.01.gif,NA,Toy,toy caterpillar,caterpillar,000300.01,0,3,0,1,180001,0,0,24,24,24
American,6957,7,M,000305.02.gif,NA,Toy,toy caterpillar,caterpillar,000305.02,0,3,5,2,185002,0,0,5,24,24
American,6957,7,M,000310.02.gif,NA,Toy,toy caterpillar,caterpillar,000310.02,0,3,10,2,190002,0,0,5,24,24
American,6957,7,M,000315.03.gif,NA,Toy,toy caterpillar,caterpillar,000315.03,0,3,15,3,195003,0,0,5,24,24
American,6957,7,M,000325.00.gif,NA,Toy,toy caterpillar,caterpillar,000325.00,0,3,25,0,205000,0,0,5,24,24
American,6957,7,M,000330.01.gif,NA,Toy,toy caterpillar,caterpillar,000330.01,0,3,30,1,210001,0,0,3,24,24
American,6957,7,M,000335.01.gif,NA,Toy,toy caterpillar,caterpillar,000335.01,0,3,35,1,215001,0,0,0,24,24
American,6957,7,M,000345.02.gif,NA,Toy,toy caterpillar,caterpillar,000345.02,0,3,45,2,225002,0,0,0,24,24
American,6957,7,M,000350.03.gif,NA,Toy,toy caterpillar,caterpillar,000350.03,0,3,50,3,230003,0,0,0,24,24
American,6957,7,M,000355.00.gif,NA,Toy,toy caterpillar,caterpillar,000355.00,0,3,55,0,235000,0,0,0,24,24
American,6957,7,M,000400.01.gif,NA,Toy,toy caterpillar,caterpillar,000400.01,0,4,0,1,240001,0,0,0,24,24
American,6957,7,M,000415.02.gif,NA,Toy,toy caterpillar,caterpillar,000415.02,0,4,15,2,255002,0,0,0,24,24
